,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
10,1,0,Everton,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-1-2</strong>",Jordan Pickford,Ben Godfrey,Michael Keane,Lucas Digne,Yerry Mina,Abdoulaye Doucouré,Séamus Coleman,Allan,Gylfi Sigurdsson,Dominic Calvert-Lewin,Richarlison,Robin Olsen,Mason Holgate,Niels Nkounkou,Tom Davies,Fabian Delph,André Gomes,Alex Iwobi,Joshua King,Bernard,John Ruddy,Willy-Arnaud Boly,Maximilian Kilman,Conor Coady,João Moutinho,Rayan Aït-Nouri,Rúben Neves,Nélson Semedo,Morgan Gibbs-White,Fábio Silva,Adama Traoré,Rui Patrício,Andreas Söndergaard,Ki-Jana Hoever,Marçal,Leander Dendoncker,Romain Saïss,Vitinha,Willian José,,Matchweek 37,3,-14,56,45
11,1,0,Newcastle United,Sheffield United,"<strong class=""matchTeamFormation"" data-team-id=""23"">5-3-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""18"">3-4-3</strong>",Martin Dúbravka,Jacob Murphy,Emil Krafth,Paul Dummett,Matt Ritchie,Federico Fernández,Joe Willock,Jonjo Shelvey,Miguel Almirón,Allan Saint-Maximin,Joelinton,Mark Gillespie,Javier Manquillo,Jamal Lewis,Ciaran Clark,Matty Longstaff,Jeff Hendrick,Sean Longstaff,Andy Carroll,Dwight Gayle,Aaron Ramsdale,Jack Robinson,John Egan,Chris Basham,Oliver Norwood,Enda Stevens,John Fleck,Jayden Bogle,Ben Osborn,David McGoldrick,Daniel Jebbison,Wes Foderingham,Phil Jagielka,Kyron Gordon,Max Lowe,Harry Boyes,John Lundstram,Zak Brunt,Femi Seriki,Rhian Brewster,Matchweek 37,-19,-43,39,20
12,1,2,Tottenham Hotspur,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-2-3-1</strong>",Hugo Lloris,Japhet Tanganga,Sergio Reguilón,Toby Alderweireld,Eric Dier,Steven Bergwijn,Harry Winks,Dele Alli,Son Heung-Min,Pierre-Emile Højbjerg,Harry Kane,Joe Hart,Matt Doherty,Sèrge Aurier,Davinson Sánchez,Giovani Lo Celso,Tanguy Ndombélé,Érik Lamela,Lucas Moura,Gareth Bale,Emiliano Martínez,Kortney Hause,Matt Targett,Ezri Konsa,Tyrone Mings,Jack Grealish,Marvelous Nakamba,Bertrand Traoré,Anwar El Ghazi,John McGinn,Ollie Watkins,Jed Steer,Neil Taylor,Ahmed El Mohamady,Carney Chukwuemeka,Ross Barkley,Jacob Ramsey,Douglas Luiz,Jaden Philogene,Wesley,Matchweek 37,22,7,59,49
13,1,3,Crystal Palace,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Vicente Guaita,Tyrick Mitchell,James Tomkins,Gary Cahill,Joel Ward,Jeffrey Schlupp,James McCarthy,Cheikhou Kouyaté,Christian Benteke,Andros Townsend,Wilfried Zaha,Jack Butland,Martin Kelly,Nathaniel Clyne,Patrick van Aanholt,Jairo Riedewald,Jesurun Rak-Sakyi,Jean-Philippe Mateta,Michy Batshuayi,Jordan Ayew,Bernd Leno,Kieran Tierney,Rob Holding,Gabriel Magalhães,Calum Chambers,Thomas Partey,Bukayo Saka,Mohamed Elneny,Emile Smith Rowe,Nicolas Pépé,Pierre-Emerick Aubameyang,Mathew Ryan,Cédric Soares,Pablo Marí,Martin Ødegaard,Dani Ceballos,Granit Xhaka,Willian,Alexandre Lacazette,Gabriel Martinelli,Matchweek 37,-21,12,44,55
14,0,3,Burnley,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Will Norris,Charlie Taylor,James Tarkowski,Matthew Lowton,Ben Mee,Dwight McNeil,Jack Cork,Ashley Westwood,Jóhann Gudmundsson,Chris Wood,Josh Brownhill,Bailey Peacock-Farrell,Erik Pieters,Richard Nartey,Anthony Driscoll-Glennon,Jimmy Dunne,Lewis Richardson,Jay Rodríguez,Ashley Barnes,Matej Vydra,Alisson Becker,Andy Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Rhys Williams,Fabinho,Thiago Alcântara,Georginio Wijnaldum,Sadio Mané,Roberto Firmino,Mohamed Salah,Adrián,Kostas Tsimikas,Neco Williams,Billy Koumetio,James Milner,Curtis Jones,Alex Oxlade-Chamberlain,Xherdan Shaqiri,Divock Origi,Matchweek 37,-18,21,39,63
15,1,3,West Bromwich Albion,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",Sam Johnstone,Kyle Bartley,Conor Townsend,Darnell Furlong,Semi Ajayi,Okay Yokuslu,Ainsley Maitland-Niles,Conor Gallagher,Matt Phillips,Matheus Pereira,Hal Robson-Kanu,David Button,Dara O'Shea,Lee Peltier,Toby King,Grady Diangana,Taylor Gardner-Hickman,Karlan Grant,Callum Robinson,Mbaye Diagne,Darren Randolph,Aaron Cresswell,Angelo Ogbonna,Vladimír Coufal,Craig Dawson,Saïd Benrahma,Declan Rice,Tomás Soucek,Jesse Lingard,Pablo Fornals,Michail Antonio,Nathan Trott,Ben Johnson,Ryan Fredericks,Issa Diop,Fabián Balbuena,Mark Noble,Jarrod Bowen,Ademipo Odubeko,Andrii Yarmolenko,Matchweek 37,-37,10,26,59
16,1,1,Manchester United,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">3-4-2-1</strong>",David de Gea,Victor Lindelöf,Luke Shaw,Axel Tuanzebe,Aaron Wan-Bissaka,Mason Greenwood,Fred,Paul Pogba,Scott McTominay,Bruno Fernandes,Edinson Cavani,Dean Henderson,Brandon Williams,Alex Telles,Eric Bailly,Nemanja Matic,Donny van de Beek,Juan Mata,Amad Diallo,Marcus Rashford,Alphonse Areola,Tim Ream,Mario Lemina,Tosin Adarabioyo,Bobby De Cordova-Reid,Frank Anguissa,Joe Bryan,Harrison Reed,Ademola Lookman,Ivan Cavaleiro,Fábio Carvalho,Marek Rodák,Ola Aina,Joachim Andersen,Kenny Tete,Denis Odoi,Michael Hector,Ruben Loftus-Cheek,Josh Onomah,Josh Maja,Matchweek 37,28,-24,70,27
17,0,2,Southampton,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""9""></strong>",Alex McCarthy,Jack Stephens,Jannik Vestergaard,Mohammed Salisu,Kyle Walker-Peters,Moussa Djenepo,Theo Walcott,James Ward-Prowse,Stuart Armstrong,Ché Adams,Nathan Tella,Fraser Forster,Jan Bednarek,Nathan Redmond,Ibrahima Diallo,Will Ferry,Daniel Nlundulu,Takumi Minamino,Danny Ings,Michael Obafemi,Kiko Casilla,Luke Ayling,Liam Cooper,Diego Llorente,Ezgjan Alioski,Rodrigo,Kalvin Phillips,Stuart Dallas,Jack Harrison,Patrick Bamford,Raphinha,Illan Meslier,Gaetano Berardi,Pascal Struijk,Leif Davis,Jamie Shackleton,Pablo Hernández,Jack Jenkins,Ian Poveda,Tyler Roberts,Matchweek 37,-16,4,43,53
18,3,2,Brighton and Hove Albion,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""131"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Robert Sánchez,Dan Burn,Adam Webster,Ben White,Jakub Moder,Alireza Jahanbakhsh,Pascal Groß,Steven Alzate,Yves Bissouma,Alexis Mac Allister,Danny Welbeck,Jason Steele,Christian Walton,Michal Karbownik,Adam Lallana,Moisés Caicedo,Percy Tau,Leandro Trossard,Andi Zeqiri,Aaron Connolly,Ederson,Oleksandr Zinchenko,Rúben Dias,João Cancelo,John Stones,Rodri,Ilkay Gündogan,Bernardo Silva,Phil Foden,Ferran Torres,Riyad Mahrez,Zack Steffen,Nathan Aké,Aymeric Laporte,Eric García,Benjamin Mendy,Fernandinho,Kevin De Bruyne,Cole Palmer,Gabriel Jesus,Matchweek 37,-5,47,38,83
19,2,1,Chelsea,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-4-2-1</strong>",Édouard Mendy,Thiago Silva,Antonio Rüdiger,Reece James,Ben Chilwell,César Azpilicueta,Jorginho,N'Golo Kanté,Mason Mount,Timo Werner,Christian Pulisic,Kepa,Marcos Alonso,Emerson,Kurt Zouma,Hakim Ziyech,Mateo Kovacic,Tammy Abraham,Olivier Giroud,Callum Hudson-Odoi,Kasper Schmeichel,Wesley Fofana,Timothy Castagne,Çaglar Söyüncü,Marc Albrighton,Youri Tielemans,Luke Thomas,Wilfred Ndidi,Ayoze Pérez,Jamie Vardy,James Maddison,Danny Ward,Daniel Amartey,Wes Morgan,Ricardo Pereira,Christian Fuchs,Dennis Praet,Nampalys Mendy,Hamza Choudhury,Kelechi Iheanacho,Matchweek 37,22,21,64,66
20,3,2,Crystal Palace,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>",Jack Butland,Gary Cahill,Cheikhou Kouyaté,Joel Ward,Tyrick Mitchell,Eberechi Eze,Jeffrey Schlupp,James McCarthy,Christian Benteke,Andros Townsend,Wilfried Zaha,Wayne Hennessey,Vicente Guaita,Martin Kelly,Scott Dann,James Tomkins,Jairo Riedewald,Jordan Ayew,Jean-Philippe Mateta,Michy Batshuayi,Emiliano Martínez,Ahmed El Mohamady,Kortney Hause,Ezri Konsa,Matt Targett,John McGinn,Jacob Ramsey,Douglas Luiz,Ollie Watkins,Bertrand Traoré,Anwar El Ghazi,Jed Steer,Neil Taylor,Björn Engels,Marvelous Nakamba,Carney Chukwuemeka,Jack Grealish,Ross Barkley,Keinan Davis,Wesley,Matchweek 36,-22,8,41,49
21,2,0,Tottenham Hotspur,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">4-2-3-1</strong>",Hugo Lloris,Japhet Tanganga,Toby Alderweireld,Sergio Reguilón,Eric Dier,Son Heung-Min,Giovani Lo Celso,Dele Alli,Pierre-Emile Højbjerg,Gareth Bale,Harry Kane,Joe Hart,Davinson Sánchez,Matt Doherty,Moussa Sissoko,Érik Lamela,Harry Winks,Tanguy Ndombélé,Steven Bergwijn,Lucas Moura,Rui Patrício,Nélson Semedo,Conor Coady,Romain Saïss,Ki-Jana Hoever,João Moutinho,Leander Dendoncker,Adama Traoré,Morgan Gibbs-White,Vitinha,Fábio Silva,John Ruddy,Maximilian Kilman,Rayan Aït-Nouri,Willy-Arnaud Boly,Marçal,Luke Cundle,Rúben Neves,Theo Corbeanu,Willian José,Matchweek 36,20,-12,56,45
22,1,2,West Bromwich Albion,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Sam Johnstone,Kyle Bartley,Conor Townsend,Darnell Furlong,Semi Ajayi,Okay Yokuslu,Grady Diangana,Conor Gallagher,Matt Phillips,Matheus Pereira,Hal Robson-Kanu,David Button,Lee Peltier,Dara O'Shea,Ainsley Maitland-Niles,Jake Livermore,Taylor Gardner-Hickman,Callum Robinson,Karlan Grant,Mbaye Diagne,Alisson Becker,Andy Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Rhys Williams,Curtis Jones,Fabinho,Thiago Alcântara,Sadio Mané,Roberto Firmino,Mohamed Salah,Adrián,Kostas Tsimikas,Neco Williams,Billy Koumetio,Georginio Wijnaldum,Leighton Clarkson,Ben Woodburn,Xherdan Shaqiri,Divock Origi,Matchweek 36,-36,20,26,60
23,0,1,Everton,Sheffield United,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""18"">3-4-3</strong>",Jordan Pickford,Lucas Digne,Mason Holgate,Ben Godfrey,Michael Keane,Richarlison,Séamus Coleman,James Rodríguez,Abdoulaye Doucouré,Allan,Dominic Calvert-Lewin,Robin Olsen,João Virgínia,Niels Nkounkou,Gylfi Sigurdsson,Tom Davies,André Gomes,Fabian Delph,Bernard,Alex Iwobi,Aaron Ramsdale,Jack Robinson,Chris Basham,John Egan,George Baldock,John Fleck,Enda Stevens,Oliver Norwood,Ben Osborn,Daniel Jebbison,David McGoldrick,Wes Foderingham,Max Lowe,Kyron Gordon,Phil Jagielka,Kean Bryan,Jayden Bogle,Zak Brunt,John Lundstram,Rhian Brewster,Matchweek 36,4,-44,56,17
24,0,4,Burnley,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""9""></strong>",Bailey Peacock-Farrell,Matthew Lowton,Ben Mee,James Tarkowski,Charlie Taylor,Jack Cork,Josh Brownhill,Ashley Westwood,Dwight McNeil,Chris Wood,Matej Vydra,Will Norris,Jimmy Dunne,Richard Nartey,Erik Pieters,Lewis Richardson,Jóhann Gudmundsson,Ashley Barnes,Jay Rodríguez,,Illan Meslier,Diego Llorente,Pascal Struijk,Luke Ayling,Stuart Dallas,Mateusz Klich,Kalvin Phillips,Ezgjan Alioski,Patrick Bamford,Raphinha,Jack Harrison,Kiko Casilla,Liam Cooper,Gaetano Berardi,Leif Davis,Jack Jenkins,Jamie Shackleton,Tyler Roberts,Rodrigo,Ian Poveda,Matchweek 36,-14,0,39,50
25,3,1,Southampton,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">3-4-2-1</strong>",Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Mohammed Salisu,Stuart Armstrong,James Ward-Prowse,Takumi Minamino,Nathan Redmond,Ché Adams,Danny Ings,Fraser Forster,Kayne Ramsay,Nathan Tella,Ibrahima Diallo,Moussa Djenepo,Will Ferry,Michael Obafemi,Theo Walcott,Daniel Nlundulu,Alphonse Areola,Tosin Adarabioyo,Joachim Andersen,Kenny Tete,Ola Aina,Harrison Reed,Bobby De Cordova-Reid,Fábio Carvalho,Josh Onomah,Ivan Cavaleiro,Frank Anguissa,Marek Rodák,Tim Ream,Michael Hector,Denis Odoi,Joe Bryan,Ruben Loftus-Cheek,Ademola Lookman,Aleksandar Mitrovic,Josh Maja,Matchweek 36,-18,-22,40,27
26,1,1,Brighton and Hove Albion,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""131"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",Robert Sánchez,Ben White,Dan Burn,Adam Webster,Yves Bissouma,Steven Alzate,Pascal Groß,Jakub Moder,Danny Welbeck,Leandro Trossard,Alireza Jahanbakhsh,Jason Steele,Michal Karbownik,Moisés Caicedo,Alexis Mac Allister,Adam Lallana,Aaron Connolly,Percy Tau,Andi Zeqiri,Florin Andone,Lukasz Fabianski,Craig Dawson,Angelo Ogbonna,Aaron Cresswell,Vladimír Coufal,Pablo Fornals,Declan Rice,Jarrod Bowen,Jesse Lingard,Tomás Soucek,Michail Antonio,Darren Randolph,Fabián Balbuena,Issa Diop,Ryan Fredericks,Ben Johnson,Mark Noble,Saïd Benrahma,Andrii Yarmolenko,Ademipo Odubeko,Matchweek 36,-5,10,37,58
27,3,4,Newcastle United,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""23"">5-3-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Martin Dúbravka,Jacob Murphy,Emil Krafth,Paul Dummett,Matt Ritchie,Federico Fernández,Joe Willock,Jonjo Shelvey,Miguel Almirón,Allan Saint-Maximin,Joelinton,Mark Gillespie,Javier Manquillo,Jamal Lewis,Ciaran Clark,Matty Longstaff,Jeff Hendrick,Sean Longstaff,Andy Carroll,Dwight Gayle,Scott Carson,Kyle Walker,Eric García,João Cancelo,Nathan Aké,Bernardo Silva,Ilkay Gündogan,Rodri,Raheem Sterling,Gabriel Jesus,Ferran Torres,Zack Steffen,John Stones,Benjamin Mendy,Rúben Dias,Aymeric Laporte,Cole Palmer,Fernandinho,Phil Foden,Riyad Mahrez,Matchweek 36,-18,46,39,80
